,tweet_text,date,sentiment
10280,"Gram-free site is the best platform to income free without investment needed Sign up now https://GramFree.world/?r=470609 Monetary Value of your earning 1gram=$2 500gram=$1000 Your money is paid via MasterCard,PayPal,Bitcoin, Repayments, American Express, Visa #Giveaway #cashcashcash",2020-04-14 21:44:57+00:00,1
10281,Had a similar call with my bank over the weekend...and a similar feeling when we hung up. Lol. #solidarity. PS - really thought you were younger than me.,2020-04-14 21:41:55+00:00,1
10282,"@AskAmex I have been trying to get in touch with American Express serve about fraudulent activity, but every time I call, the phone hangs up",2020-04-14 21:32:52+00:00,0
10283,Makes sense,2020-04-14 21:32:51+00:00,0
10284,"Hi Sarah. Your voucher equates to the full value of the original booking (cash & Avios combined), along with your British Airways American Express Companion Voucher, and can be redeemed against future bookings. If you'd like us to check the value of your booking, 1/2",2020-04-14 21:31:38+00:00,1
10285,"@AmericanExpress I’m trying to get in contact with American Express serve, and every time I called, the phone disconnects ",2020-04-14 21:31:01+00:00,0
10286,"@CBSNews Please see all the people who are having their stimulus checks held by American Express Serve. The only way to get customer service is by phone, but the phone is NEVER answered. They have our money, but the cards DO NOT WORK. #PleaseHelp @AskAmex #Covid19stimulustheft",2020-04-14 21:30:34+00:00,0
10287,"@NBCNews Please see all the people who are having their stimulus checks held by American Express Serve. The only way to get customer service is by phone, but the phone is NEVER answered. They have our money, but the cards DO NOT WORK. #PleaseHelp @AskAmex #Covid19stimulustheft",2020-04-14 21:30:17+00:00,0
10288,"@FoxNews Please see all the people who are having their stimulus checks held by American Express Serve. The only way to get customer service is by phone, but the phone is NEVER answered. They have our money, but the cards DO NOT WORK. #PleaseHelp @AskAmex #Covid19stimulustheft",2020-04-14 21:29:46+00:00,0
10289,"@AmericanExpress I’m having issues with my serve card that I drastically need to fix, and every time I call the customer service line, it’ll start trying to connect me to a representative but hang up on me after one quick ring. HELP!!!!",2020-04-14 21:29:26+00:00,1
10290,Psa....American Express serve is worthless....carry on,2020-04-14 21:28:49+00:00,-1
10291,"Hello, thank you for tweeting us. Our apologies for any lapse in service. We are happy to look into this for you. So that we can better assist, which U.S. issued American Express Card product do you have? Please do not release any personal identifiable information. ^JAD",2020-04-14 21:27:02+00:00,1
10292,"I’m a health care worker leaving my home to go to New Jersey to assist with the pandemic and A Hilton rep told me I didn’t qualify because I’m not under any of the associations, I’m a diamond member and would hate to have to use my points to book",2020-04-14 21:25:17+00:00,-1
10293,"@AmericanExpress You locked my account for a fraud alert &amp; when I call for customer support the line just hangs up after entering my account number. I don't know what's going on but I'm beyond livid, &amp; after 4 hrs of trying to contact support I'm starting to lose my patience",2020-04-14 21:24:53+00:00,0
10294,“I guess I could give American Express a little more salami”,2020-04-14 21:24:00+00:00,1
10295,One of the issues i think we have as serve card users is IF you did a Advance Refund and used a Serve Card. The info on your tax return is NOT the serve card its of Jackson Hewitt own account AND they deposit your return when they take their advance out.,2020-04-14 21:18:08+00:00,1
10296,will people that filed their taxes this year get their stimulus check on American Express serve cards because nobody seems to be able to answer that question?,2020-04-14 21:16:26+00:00,1
10297,"American Express Company AMEX (AXP) price at close, 2020-04-14, is 87.745.",2020-04-14 21:13:22+00:00,0
10298,Jackson Hewitt/American Express Serve: Jackson Hewitt/Amex Serve to release our stimulus - Sign the Petition! http://chng.it/LfjLpSrw via @Change @jacksonhewitt @AskAmex,2020-04-14 21:11:33+00:00,0
10299,Jackson Hewitt/American Express Serve: Jackson Hewitt/Amex Serve to release our stimulus - Sign the Petition! http://chng.it/LfjLpSrw via @Change,2020-04-14 21:10:07+00:00,0
10300,"Hi Krystal, what type of American Express card do you have?",2020-04-14 21:09:38+00:00,0
10301,"Hi Eric, what type of American Express card do you have?",2020-04-14 21:08:42+00:00,0
10302,Jackson Hewitt/American Express Serve: Jackson Hewitt/Amex Serve to release our stimulus http://chng.it/b4b4Vzkg via @Change,2020-04-14 21:05:03+00:00,0
10303,Webinar with American Express - Deep Learning Powers Better Decisions in Finance https://lnkd.in/g9gQYyt,2020-04-14 21:04:31+00:00,1
10304,Jackson Hewitt/American Express Serve: Jackson Hewitt/Amex Serve to release our stimulus - Sign the Petition! http://chng.it/HXs2N7zv via @Change .org,2020-04-14 21:03:46+00:00,0
10305,American Express cards are only 15 digits....what madness is this,2020-04-14 20:58:33+00:00,0
10306,American Express serve,2020-04-14 20:56:00+00:00,0
10307,According to The Points guy American Express is also suggesting many of their relief responses can be activated via chat. ,2020-04-14 20:54:02+00:00,1
10308,That’s f-ing ridiculous. Some of us needed that money and to be temporarily denied the stimulus money all because we used the advanced refund,2020-04-14 20:53:18+00:00,1
10309,@AmericanExpress random question. How do you cancel an account. Getting the runaround @AskAmex ???,2020-04-14 20:52:30+00:00,-1
10310,"Hi there, perhaps I can help. What type of American Express card do you have?",2020-04-14 20:50:32+00:00,0
10311,http://Thanks.Fyi American Express has a savings account at 1.60%.way better then the average banks,2020-04-14 20:49:13+00:00,1
10312,American Express Serve!,2020-04-14 20:48:36+00:00,0
10313,@jacksonhewitt @AmericanExpress why would we not receive it on the card for doing the refund advance.,2020-04-14 20:46:43+00:00,0
10314,Dear @AmericanExpress - thank you for catching the fraudulent charge and sending a new one to me overnight. XOXOXOXO Love you!,2020-04-14 20:43:43+00:00,1
10315,"@AmericanExpress the worst service ever, specially on this pandemia",2020-04-14 20:41:39+00:00,-1
10316,@AmericanExpress don’t have anyone to help in a simple call ???,2020-04-14 20:39:35+00:00,0
10317,"Thank you for the information. In regards to your American Express Serve Card, we will need to speak with you directly as we do have access to the Serve Platform via this channel. We thank you for your patience, as we are aware of the longer than normal hold times. ^D",2020-04-14 20:38:01+00:00,1
10318,"As I was hanging up with @AmericanExpress, they thanked me for my ""thirty years of loyalty."" I'm sorry, what? I'm old, y'all.",2020-04-14 20:37:24+00:00,-1
10319,@getyolt don’t you support American Express anymore? Can’t see that option to add an account,2020-04-14 20:31:57+00:00,0
10320,PSA Don’t ever get an @americanexpress serve card.,2020-04-14 20:30:51+00:00,0
10321,i have been on the website multiple times im just trying to get an answer on wether the stimulus is actually going or is able to go on the card .. there has got to be someone who has already gotten there’s on the card with confirmation on that,2020-04-14 20:30:16+00:00,1
10322,"We want you to know we’re here to help you. We will work together to find a solution, such as payment options or available financial relief. You can speak with our Customer Care Professionals by calling the number on the back of your Card.",2020-04-14 20:29:43+00:00,1
10323,Finally got it fixed. After 5 hours on the phone. Good luck everyone. I can go eat now.,2020-04-14 20:29:39+00:00,1
10324,i know i really just want an answer on wether people have been already getting there stimulus like confirmed that they and we are actually getting paid on the card.,2020-04-14 20:28:51+00:00,1
10325,@AskAmex American Express is right on time with a letter increasing annual credit card fees. #Classy ,2020-04-14 20:26:55+00:00,1
10326,Damn that sucks. That’s one of the reasons why I love my Gold AmericanExpress. They literally never deny me on my disputes. Idk if it would’ve made a difference in your situation but they’ve always had my back,2020-04-14 20:24:14+00:00,1
10327,Can @IRSnews please let @JHCares know if you are sending stimulus to people that used the american express serve card? And got the loan advanced? Because jackson Hewitt days they are waiting on yall to confirm.,2020-04-14 20:22:23+00:00,1
10328,american express in my berky if he got a real big d he could hurt me ,2020-04-14 20:18:14+00:00,0
10329,The concerns are stated above. The “potential option” should be a fee credit for Platinum and Delta card holders. Delaying on this will make you look like evil profiteers. It’s obvious what you should do. (Or already should have done. We haven’t been able to travel for weeks.),2020-04-14 20:15:24+00:00,-1
10330,Jackson Hewitt/American Express Serve: Jackson Hewitt/Amex Serve to release our stimulus - Sign the Petition! http://chng.it/KhPbywhw via @Change,2020-04-14 20:14:50+00:00,0
10331,"United and Delta airlines are considering selling miles in bulk to their credit-card partners JP Morgan and American Express to raise cash to weather the coronavirus crisis, said people familiar with the matter.",2020-04-14 20:11:54+00:00,1
10332,"Exactly, will be the last time I use American Express or any of their subsidarys",2020-04-14 20:07:21+00:00,1
10333,Jackson Hewitt/American Express Serve: Jackson Hewitt/Amex Serve to release our stimulus - Sign the Petition! http://chng.it/m6mZSFPz via @Change,2020-04-14 20:03:35+00:00,0
10334,American Express Declares Dividend on Series B and Series C Preferred Stock https://picante.today/latest-news/2020/04/14/142455/american-express-declares-dividend-on-series-b-and-series-c-preferred-stock/,2020-04-14 20:02:37+00:00,0
10335,I have American Express serve also if that helps I get any deposit a few days early,2020-04-14 20:02:10+00:00,-1
10336,"The question is, has Amex received the government funds to pay us??",2020-04-14 20:02:09+00:00,0
10337,American Express Plan It – another positive review ,2020-04-14 20:01:01+00:00,1
10338,"40 YEARS AGO TODAY: A vintage Not The Nine O'Clock News including Stout Life, the first outing for Pamela's Janet Street-Porter impression, and the American Express adverts, the first outing for PamelSTOP RIGHT THERE. ",2020-04-14 20:00:00+00:00,1
10339,I had American Express traveller's checks :-),2020-04-14 19:59:16+00:00,0
10340,That's is a different number than I have. I have even called American express company and same stuff.,2020-04-14 19:56:47+00:00,0
10341,Calling doesn’t work and you need to quit saying that’s the action to take.,2020-04-14 19:55:55+00:00,1
10342,@AmericanExpress for the last two day’s I’ve been sitting on hold for 2 plus hours &amp; still have yet to talk to ANYONE!!!!,2020-04-14 19:54:27+00:00,0
10343,@RepublicBank just told me they have not received any funds for dispersement and to check the @IRSnews website to track it on Friday. I called @jacksonhewitt and @AmericanExpress. Same reply.,2020-04-14 19:52:22+00:00,0
10344,american-express-declares-dividend-on-series-b-and-series-c-preferred-stock- https://www.dividend-news.com/article/69252/american-express-declares-dividend-on-series-b-and-series-c-preferred-stock.html,2020-04-14 19:51:03+00:00,0
10345,American Express Declares Dividend on Series B and Series C Preferred Stock http://dlvr.it/RTmvn5,2020-04-14 19:50:09+00:00,0
10346,You should check American express company people aren't getting to access the stimulus check due to Amex system...been down for a few days with no customer service something that could harm the entire reason for the stimulus.,2020-04-14 19:49:37+00:00,-1
10347,"Gyms are being sued for charging monthly fees for facilities that can’t be used safely, but @AmericanExpress continues to do the same thing with card fees while encouraging people to gather and travel. Issue a credit, you monsters.",2020-04-14 19:49:13+00:00,1
10348,Shameful that @AmericanExpress continues to charge $550 for Platinum Card when every single benefit is either unusable in the pandemic or dangerous to encourage. Airline credits? Travel lounges to gather large numbers of people? Thanks a lot.,2020-04-14 19:47:22+00:00,-1
10349,We will need to chat with you directly via the American Express website to assist further. Are you still having issues logging into your account at this time? ^D,2020-04-14 19:46:30+00:00,1
10350,Correct that’s why it’s time to move forward and find a different banking option.,2020-04-14 19:45:29+00:00,0
10351,So disappointing that @AmericanExpress has continued to charge full annual fees on its travel-based cards. At best it’s charging for benefits that can’t be used now. At worst it’s actually profiteering from a global catastrophe. Totally tone deaf.,2020-04-14 19:45:28+00:00,-1
10352,Hoe wensen de heren te betalen? Cash? Diners Club? American Express? Visa? - Polaroid! #Flodder,2020-04-14 19:43:51+00:00,0
10353,"@AmericanExpress @AskAmex @AmexBusiness @WRAL AMERICAN EXPRESS IS HOLDING CUSTOMERS MONEY, CARD SERVICES DO NOT WORK, COMPANY WILL NOT ANSWER PHONES, PEOPLE ON HOLD FOR HOURS GETTING HUNG UP ON. STOP HOLDING PEOPLES MONEY AND ANSWER YOUR CUSTOMERS!!",2020-04-14 19:43:49+00:00,0
10354,How true is this pic? Where did u get it from bro? RT @jterrell63: @AmericanExpress heres the deposit of the reserve they sent out Amex serve April 10th. Why the customer don't have their money yet. Someone should be held accountable for an answer. ,2020-04-14 19:43:36+00:00,1
10355,"We don’t need junk mail. It’s less work for you and definitely less exposure for us. @IRSnews stimulus is an exception. Property tax, car company, credit card #soliciting #VOGUE magazine, #citibank #discover #usbank #americanexpress #carlsjunior #smith #capitalone #geico",2020-04-14 19:41:59+00:00,-1
10356,$AXP American Express Declares Dividend on Series B and Series C Preferred Stock https://www.otcdynamics.com/axp-american-express-declares-dividend-on-series-b-and-series-c-preferred-stock-2/?utm_campaign=twitter&amp;utm_medium=twitter&amp;utm_source=twitter,2020-04-14 19:41:57+00:00,0
10357,AmericanExpress: ForwardCharles Connecting you with our social customer care team AskAmex to assist. ^E,2020-04-14 19:41:16+00:00,1
10358,"AmericanExpress: SirSmythe_ thanks for sharing your feedback, we're here for you if you need us. ^A",2020-04-14 19:41:15+00:00,1
10359,"AmericanExpress: Todd51514381 hi Todd, we apologize for the longer than normal hold times. Please continue to call so this can be resolved. ^A",2020-04-14 19:41:15+00:00,1
10360,"AmericanExpress: lizzie6669 hi, looping in our customer care team AskAmex. ^A",2020-04-14 19:41:14+00:00,0
10361,"AmericanExpress: TylerRasnake hi Tyler, the IRS is making decisions about how stimulus payments are made, you can visit http://IRS.gov/coronavirus to find out more information regarding eligibility, amounts, and timing.",2020-04-14 19:41:14+00:00,1
10362,AmericanExpress: ForwardCharles Connecting you with our social customer care team AskAmex to assist. ^E,2020-04-14 19:41:08+00:00,1
10363,"AmericanExpress: SirSmythe_ thanks for sharing your feedback, we're here for you if you need us. ^A",2020-04-14 19:41:08+00:00,1
10364,"AmericanExpress: Todd51514381 hi Todd, we apologize for the longer than normal hold times. Please continue to call so this can be resolved. ^A",2020-04-14 19:41:07+00:00,1
10365,"AmericanExpress: lizzie6669 hi, looping in our customer care team AskAmex. ^A",2020-04-14 19:41:07+00:00,0
10366,"AmericanExpress: TylerRasnake hi Tyler, the IRS is making decisions about how stimulus payments are made, you can visit http://IRS.gov/coronavirus to find out more information regarding eligibility, amounts, and timing.",2020-04-14 19:41:06+00:00,1
10367,Its rediculous that I'm trying to get ahold of customer support for @AmericanExpress serve and they keep dropping the call,2020-04-14 19:38:15+00:00,0
10368,Thanks for the app. It's so helpful in a time where you hike payments and interest and offer options that freeze card use. You guys have no idea what real support and customer service is.,2020-04-14 19:37:47+00:00,1
10369,Committed to customers? Is that why your payment deferment option freezes the cards as well? Chase has a payment deferment program for covid19 where you can still use your cards. Amex you have gone downhill over the years. Convinced businesses to spend more and screwed them.,2020-04-14 19:35:47+00:00,1
10370,But cards are not. App and website is useless if card services do not work.,2020-04-14 19:35:43+00:00,-1
10371,@AmericanExpress if someone doesn't help me with my problem with my card I will not only leave you but will do all I can to get my friends and family to do the same. The fact I have tried for 3 days to get through on the phone and that all the online service could do is lock me,2020-04-14 19:35:14+00:00,0
10372,How can you even get through? People have been waiting days for hours at a time and keep being hung up???,2020-04-14 19:34:28+00:00,0
10373,"@AmericanExpress seriously, why does it keep hanging up on me?? I need to get to that money and I've been locked out of the system bc I don't remember the info and I tried too many times!! HELP!!!",2020-04-14 19:33:47+00:00,1
10374,@AmericanExpress YOUR COMPANY IS WITHOLDHING INFORMATION AND LYING TO CUSTOMERS. ANSWER PHONES AND ADDRESS THE SITUATION THEIVES!!!,2020-04-14 19:33:46+00:00,0
10375,@AmericanExpress I'd like to know this as well ,2020-04-14 19:32:15+00:00,0
10376,Jackson Hewitt/American Express Serve: Jackson Hewitt/Amex Serve to release our stimulus - Sign the Petition! http://chng.it/SrN44dMf via @Change,2020-04-14 19:31:54+00:00,0
10377,"Please share your #feelgoodstories via the #SupportGlobal campaign @VistatecGlobal like @Hilton &amp; @AmericanExpress offering 1 million free hotel rooms to #healthcareworkers on the front lines! #COVID19, #Fintech, #hospitality, #ThinkGlobal, #globalcontent",2020-04-14 19:26:29+00:00,1
10378,Jackson Hewitt/American Express Serve: Jackson Hewitt/Amex Serve to release our stimulus - Sign the Petition! http://chng.it/5zC9Srrx via @Change,2020-04-14 19:18:49+00:00,0
10379,"@AmericanExpress hey I loaded money on my old serve cars on accident, didn't pay attention to the numbers. But now I can't sign into my old account or get anyone on the phone and I need that money to buy supplies and pay bills!",2020-04-14 19:17:58+00:00,1
10380,"Got it thanks for the information. The temporary card is not eligible for ATM withdrawals. The temporary card enables you to spend the Available Balance on your Card at virtually any merchant in the US that accepts American Express Cards, including online and mail-orders.^JAD",2020-04-14 19:13:26+00:00,1
10381,AmericanExpress: tamona17 We cannot confirm if you have been issued stimulus funds. Please go to http://www.irs.gov/coronavirus for more info. Any stimulus funds issued may take up up to 48 hours to reflect in your Account Balance. ^A,2020-04-14 19:11:15+00:00,1
10382,AmericanExpress: tamona17 We cannot confirm if you have been issued stimulus funds. Please go to http://www.irs.gov/coronavirus for more info. Any stimulus funds issued may take up up to 48 hours to reflect in your Account Balance. ^A,2020-04-14 19:11:09+00:00,1
10383,@AmericanExpress we’ve been trying to activate our #amexserve and to this date have been unsuccessful... call and go through the steps when it’s time to speak to a customer service rep they pick up and hang up every time!,2020-04-14 19:08:52+00:00,0
10384,"Hello, thank you for tweeting us. So that we can better assist, which U.S. issued American Express Card product do you have? Please do not release any personal identifiable information. ^JAD",2020-04-14 19:07:40+00:00,1
10385,@AmericanExpress is there anyone that can help me with my account at this Twitter account?,2020-04-14 19:07:27+00:00,0
10386,"American Express Serve this company got to do better then what is going on here. People got bills, rent to pay. #upsetwithservice",2020-04-14 19:06:28+00:00,1
10387,Jackson Hewitt/American Express Serve: Jackson Hewitt/Amex Serve to release our stimulus - Sign the Petition! http://chng.it/yH6BRGmV via @Change,2020-04-14 19:05:32+00:00,0
10388,It's got me to the point that I am done completely with American Express. I will be cancelling my credit card with them as well.,2020-04-14 19:04:06+00:00,1
10389,My card looks a little different from that. I mean mine is definitely black but it has “American Express” written across the top of it. Is this new?,2020-04-14 19:03:45+00:00,-1
10390,Sure will I’m definitely taking this to the news without a doubt,2020-04-14 19:02:39+00:00,1
10391,Anyone got an American Express card cause wth,2020-04-14 19:02:20+00:00,0
10392,Good afternoon I've been getting so many different answers!!! Will our stimulus payments be arriving on Our American Express Serve Card !!!You cant talk to know One And Every Representative Have a different Answer to this Question!!!,2020-04-14 19:01:14+00:00,1
10393,This is a crime shame!! Literally find another bank I’m definitely will can’t keep going through this mess with @AmericanExpress when they don’t care ,2020-04-14 19:00:47+00:00,-1
10394,Mine is down also,2020-04-14 18:59:02+00:00,-1
10395,If it was opened? I’d be there right now with my AMERICAN EXPRESS card buying every OBI know to collectors. Buying a prestine perfect copy with No dents and creases on the album covers,2020-04-14 18:57:03+00:00,1
10396,I can’t rock wit serve no more after this year,2020-04-14 18:57:01+00:00,-1
10397,Jackson Hewitt/American Express Serve: Jackson Hewitt/Amex Serve to release our stimulus - Sign the Petition! http://chng.it/N7FftCQQ via @Change. Uncle Trump HELP,2020-04-14 18:56:33+00:00,0
10398,@LesseSarah were you able to get through to the card people on American express serve yet?,2020-04-14 18:56:25+00:00,1
10399,I used jackson hewitt and got a tax advance to a american express serve card is this where my stimulus money will go ????,2020-04-14 18:54:01+00:00,0
10400,I finally got into no customer service tho,2020-04-14 18:54:00+00:00,0
10401,Call????? Yeah if they would answer RIDICULOUS NEVER AGAIN WITH AMERICAN EXPRESS ,2020-04-14 18:52:07+00:00,-1
10402,Wondering how to keep up sales but no time to focus on promotion? Check out @AmericanExpress #StayHome &amp; #ShopSmall #smallbiz materials including blog and social posts and accompanying graphics to let customers know you are open for business: https://buff.ly/2Rld04J #witrep,2020-04-14 18:51:58+00:00,1
10403,@AmericanExpress you know I wouldn’t mind waiting in line if someone would actually answer I been locked out my account for no reason and bills or do family needs fed!!! I just need my account unlocked Or even through email Kaylaslater1494@gmail.com,2020-04-14 18:49:27+00:00,0
10404,"Hello there, thank you for tweeting us. So that we can better assist, which U.S. issued American Express Card product do you have? Please do not release any personal identifiable information. ^JAD",2020-04-14 18:48:39+00:00,1
10405,@AmericanExpress do i get my stimulas payment on my American express serve card?? I did get my taxes on it this year.,2020-04-14 18:48:24+00:00,0
10406,I have an American Express serve card from Jackson Hewitt and also got the refund advance. Will my stimulus check be deposited on to this card it is activated and has direct deposit. Please let me know I am with out a job and bills are due. If there something I need to do I will,2020-04-14 18:45:11+00:00,-1
10407,"Still down as of 2:45 eastern for me. No services are working still, temporary card info was working for me until the stimulus hit now nothing works.",2020-04-14 18:44:30+00:00,-1
10408,https://www.consumerfinance.gov/complaint/ Another good link to file a complaint against @AmericanExpress @AskAmex,2020-04-14 18:43:22+00:00,1
10409,5 jobs I’ve had. 1. Selling appliances 2. Bank teller 3. Foreign exchange clerk 4. American Express 5. Receptionist,2020-04-14 18:42:59+00:00,-1
10410,@AmericanExpress @AskAmex why are yu guys denying my stimulus check come on na stop playing with me #BlueBird,2020-04-14 18:41:33+00:00,0
10411,"Today's Loyalty360 Reads feature: @Instacart, @AirCanada, @AmericanExpress, @united, @AlaskaAir, and @comcast. Topics include: #CX, #LoyaltyPrograms, #CSR, #Coronavirus, and more! Get your daily industry news here: https://zcu.io/Tdwf #covid19",2020-04-14 18:40:00+00:00,1
10412,@AmericanExpress you've failed as a company. canceled my credit line when I needed it most and refuse to offer any type of relief #COVID19 #amex #failure,2020-04-14 18:36:11+00:00,-1
10413,"Hi, one option to consider is a prepaid debit card that can be loaded with cash at pharmacies, gas stations, and convenience stores, like the @Walmart Moneycard or @AmericanExpress Bluebird. This would give you the ability to purchase tickets using the app. - DK",2020-04-14 18:33:48+00:00,0
10414,Return my booking deposit Whats going on ?,2020-04-14 18:33:18+00:00,0
10415,Rewriting the future of supply chain success https://www.pymnts.com/news/b2b-payments/2020/coronavirus-future-supply-chain-logistics/ #B2BPaymentsCovid19Report @AmericanExpress ,2020-04-14 18:31:02+00:00,1
10416,"Kustomer’s VP of Growth, Gabe Larsen, spoke with American Express about how businesses can use #customerservice to cultivate loyalty during coronavirus and beyond.",2020-04-14 18:30:08+00:00,0
10417,"@AskAmex @AmericanExpress so are you gonna let customers know you’re refusing calls even though you claim you’re open? My account has been locked nobody has answered the phone number I was given since 8 days ago ,this is ridiculous",2020-04-14 18:29:11+00:00,-1
10418,"Taken from near one of my favorite #restaurants, Doyle's (featured in #VISA commercials for not taking #AmericanExpress). Wonderful calamari with a superb, moderately tangy dipping sauce! Beautiful &amp; yes, very lucky, shot! ",2020-04-14 18:27:35+00:00,1
10419,“Deutsche Marks or Dollars. American Express will do nicely thank you!”,2020-04-14 18:25:27+00:00,1
10420,"We're always proud to work with the @AmericanExpress team, and this type of moral engagement and leadership is exactly why. ",2020-04-14 18:24:01+00:00,1
10421,I'm not asking if I'm eligible. I'm asking if American Express serve has been receiving funds. It's a generalized question.,2020-04-14 18:20:51+00:00,0
10422,Sir i know your busy but i have a question for you no one is saying anything about the stimulus payment coming to Jackson Hewitt American express serve card thats how i got my refund back in February 2020 just wondering?please answer this sir if can,2020-04-14 18:18:53+00:00,1
10423,"I was on a train to London when two guys from American Express were explaining to each other in detail, including their passwords, how to remote logon to their system.",2020-04-14 18:18:50+00:00,-1
10424,"Proud to be part of @AmericanExpress for extending support to colleagues, customers and communities...this is an action of a responsible corporation focusing on #HumanityFirst @DanPriceSeattle @AndrewYang https://about.americanexpress.com/press-release/american-express-commitment-backing-colleagues-customers-and-communities-affected",2020-04-14 18:18:24+00:00,1
10425,@AmericanExpress give us our stimulus checks on the serve cards. This is ridiculous.,2020-04-14 18:16:48+00:00,-1
10426,thank you @HiltonHotels and @AmericanExpress for allowing me to book a free stay for my travel nursing assignment! much appreciated ,2020-04-14 18:16:18+00:00,1
10427,American Express Improves Rewards and Adds More Offers During Pandemic http://dlvr.it/RTmfb8 via @milestomemories,2020-04-14 18:12:05+00:00,1
10428,Jackson Hewitt/American Express Serve: Jackson Hewitt/Amex Serve to release our stimulus and stop trying to hold our checks - Sign the Petition! http://chng.it/8wdr7qPj via @Change,2020-04-14 18:10:41+00:00,0
10429,"It depends on the show, but I live close enough to go buy them at the box office too. I’m just so frustrated. American Express has put a hold on the charges until they get around to crediting them back.",2020-04-14 18:08:01+00:00,-1
10430,American Express Improves Rewards and Adds More Offers During Pandemic - https://bit.ly/2z1oG6x,2020-04-14 18:07:13+00:00,1
10431,Anybody know why #AmericanExpress keeps hanging up on me?,2020-04-14 18:06:34+00:00,0
10432,Jackson Hewitt/American Express Serve: Jackson Hewitt/Amex Serve to release our stimulus and stop trying to hold our checks - Sign the Petition! http://chng.it/Y4pcBSzk via @Change,2020-04-14 18:00:31+00:00,0
10433,Jackson Hewitt/American Express Serve: Jackson Hewitt/Amex Serve to release our stimulus and stop trying to hold our checks - Sign the Petition! http://chng.it/Zb8NPvsz via @Change,2020-04-14 17:58:50+00:00,0
10434,Jackson Hewitt/American Express Serve: Jackson Hewitt/Amex Serve to release our stimulus and stop trying to hold our checks - Sign the Petition! http://chng.it/sBjFh5JM via @Change,2020-04-14 17:53:25+00:00,0
10435,@AmericanExpress I received an email about on line banking and confirming. I don’t have an American Express Card nor an account. How can we rectify this?,2020-04-14 17:52:34+00:00,0
10436,"@AmericanExpress I have the platinum card, and due to COVID - I will not be using the benefits this card has to offer. I called the support line and they offered no help or assistance to credit me for the annual fee. I have been a member since 03 but disappointed to see this.",2020-04-14 17:50:34+00:00,-1
10437,@AskAmex this is really ridiculous! I’ve been trying to reach American Express for BlueBird since FRIDAY to report a claim &amp; you cannot reach ANYONE! The lines continues disconnect after countless hours of holding. Now it’s disconnecting without even attempting to connect!,2020-04-14 17:49:49+00:00,-1
10438,@AmericanExpress any update on this please ? @FTC #complain @AskAmex #amex,2020-04-14 17:48:15+00:00,0
10439,"@AskAmex @AmericanExpress ridiculous can’t talk to anybody on customer service ,been like this for 8 days now ",2020-04-14 17:47:09+00:00,-1
10440,Jackson Hewitt/American Express Serve: Jackson Hewitt/Amex Serve to release our stimulus and stop trying to hold our checks - Sign the Petition! http://chng.it/DMkBJ8mF via @Change,2020-04-14 17:46:52+00:00,0
10441,@AmericanExpress I have an temporary blue bird card and I activated it and it say I can use it after I activated .so when I go to purchase something it saids declined what is wrong then I can get a hold with someone cause it keeps hanging up on me.can y'all please fix ASAP.,2020-04-14 17:46:00+00:00,-1
10442,@AmericanExpress I was on hold for 3 1/2 hours yesterday and today I was on hold for 45 minutes and the line hung up. My account is locked. I wish they had it where they call you back. ,2020-04-14 17:45:22+00:00,0
10443,"Hi Tim, perhaps I can help. What type of American Express card do you have?",2020-04-14 17:44:01+00:00,0
10444,"I still can't and I can't take care of my over ten days dispute calling cuz I'm on hold for yestuday I was on hold for 5.2 hrs... Only to get hung up on,,, and that's every day... So no it's not settled.. Really. What's up",2020-04-14 17:43:23+00:00,1
10445,U to... It's insane and not even cool..u call to and get hung up on so do I.. I'm ready to hire a consumer fraud lawyer,2020-04-14 17:41:23+00:00,-1
10446,Same here,2020-04-14 17:36:46+00:00,0
10447,"Advance Auto Parts, Inc. (AAP.N, $132.99) Alphabet (GOOGL.OQ, $1386.32) American Express Co. (AXP.N, $113.87) Apollo Global Management LLC (APO.N, $43.39) Aptiv PLC (APTV.N, $82.17) Aramark (ARMK.N, $34.42) Arena Pharmaceuticals Inc (ARNA.OQ, $47.17)",2020-04-14 17:33:51+00:00,0
10448,Same. Let me know if you find out how to sign up.,2020-04-14 17:33:31+00:00,0
10449,"Kellogg’s. American Express. This is the dark undercurrent of the American psyche, the effervescent waking dream of its people (or some shit like that)",2020-04-14 17:33:28+00:00,-1
10450,"Stay safe, stay well ",2020-04-14 17:31:47+00:00,1
10451,What a wonderful way to contribute! @AmericanExpress ,2020-04-14 17:31:38+00:00,1
10452,Thank you for the information. Are you able to chat with us securely via the American Express website at this time? ^D,2020-04-14 17:25:42+00:00,1
10453,This is bullcrap not fair at all we deserve a decent tweet with answers! Not cool!!! Smh,2020-04-14 17:23:00+00:00,-1
10454,"Hi Christine. Yes, this is a valid American Express number. We encourage you to return their call. Thank you and stay safe. ^B",2020-04-14 17:18:09+00:00,1
10455,"@Alma37009718 We are experiencing longer than normal wait times. We apologize for the inconvenience. Perhaps, I can help you. What type of American Express card do you have?",2020-04-14 17:16:24+00:00,1
10456,"Hi there, I am sorry to hear about this. Perhaps, I can help. What type of American Express card do you have?",2020-04-14 17:14:53+00:00,-1
10457,That sucks. Is it still down? I haven't received stimulus yet on Serve card. I hope temporary card will still work if and when it does come.,2020-04-14 17:14:05+00:00,-1
10458,This is really ridiculous. Like we don't have enough going on now we can't pay our damn bills.,2020-04-14 17:14:00+00:00,-1
